Company,Customer ID,Application ID,Loan ID,Tpv,Product Type,Disbursement Date,Disbursement Amount,Origination Fee,Taxes,Loan Currency,Interest Rate Apr,Term,Term Unit,Payment Frequency,Pledged To,Pledged Date,Loan Status,Outstanding Loan Value,Other,New Loan ID,New Loan Date,Old Loan ID,Recovery Date,Recovery Value
ABF,CLI2520,DSB2221-002,DSB2221-002,"2,147",factoring,2024-09-06,"1,922.8",8.4,1.09,USD,65.59,52,days,bullet,,,Complete,0,,,,,,
ABF,CLI0818,DSB0103-001,DSB0103-001,"3,546.78",factoring,2023-01-31,"3,215.23",10.92,1.42,USD,102.21,11,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB0105-005,DSB0105-005,983.65,factoring,2023-01-31,832.07,3.57,0.46,USD,61.32,38,days,bullet,,,Complete,0,,,,,,
ABF,CLI0241,DSB3025-001,DSB3025-001,914.2,factoring,2025-06-11,903.87,9.14,1.19,USD,57.57,30,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB2567-051,DSB2567-051,97.85,factoring,2024-12-13,82.81,0.32,0.04,USD,67.62,35,days,bullet,,,Complete,0,,,,,,
ABF,CLI2537,DSB2637-002,DSB2637-002,145.6,factoring,2025-01-14,131.63,0.77,0.1,USD,62.96,48,days,bullet,,,Complete,0,,,,,,
ABF,CLI2452,DSB0230-007,DSB0230-007,146.9,factoring,2023-03-07,123.69,1.04,0.14,USD,83.92,24,days,bullet,,,Complete,0,,,,,,
ABF,CLI2747,DSB2652-004,DSB2652-004,206.08,factoring,2025-01-16,173.43,1.54,0.2,USD,67.67,29,days,bullet,,,Default,175.17,,,,,,
ABF,CLI2174,DSB0641-011,DSB0641-011,640.44,factoring,2023-06-30,541.5,2.54,0.33,USD,61.46,27,days,bullet,,,Complete,0,,,,,,
ABF,CLI0864,DSB0512-007,DSB0512-007,383.04,factoring,2023-05-29,323,2.28,0.3,USD,86.02,32,days,bullet,,,Complete,0,,,,,,
ABF,CLI2394,DSB1820-001,DSB1820-001,672,factoring,2024-05-13,563.38,6.92,0.9,USD,86.31,29,days,bullet,,,Complete,0,,,,,,
ABF,CLI2589,DSB2957-001,DSB2957-001,"1,725.07",factoring,2025-05-07,"1,453.49",11.35,1.48,USD,78.08,65,days,bullet,,,Complete,0,,,,,,
ABF,CLI2509,DSB1822-001,DSB1822-001,"1,074.63",factoring,2024-05-14,898.44,13.27,1.73,USD,94.06,48,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB1860-005,DSB1860-005,183.6,factoring,2024-05-24,155.32,0.65,0.08,USD,54.39,45,days,bullet,,,Complete,0,,,,,,
ABF,CLI0581,DSB2679-010,DSB2679-010,504,factoring,2025-01-24,426.53,1.66,0.22,USD,55.12,66,days,bullet,,,Complete,0,,,,,,
ABF,CLI0581,DSB0330-013,DSB0330-013,840,factoring,2023-04-05,711.43,2.27,0.3,USD,60.25,37,days,bullet,,,Complete,0,,,,,,
ABF,CLI2043,DSB0348-001,DSB0348-001,139.54,factoring,2023-04-13,118.18,0.38,0.05,USD,52.95,54,days,bullet,,,Complete,0,,,,,,
ABF,CLI1467,DSB1116-001,DSB1116-001,"6,249.43",factoring,2023-11-03,"5,282.01",26.55,3.45,USD,68.92,34,days,bullet,,,Complete,0,,,,,,
ABF,CLI0136,DSB3038-001,DSB3038-001,"14,365.8",factoring,2025-06-13,"14,203.46",143.66,18.68,USD,57.57,30,days,bullet,,,Complete,0,,,,,,
ABF,CLI0058,DSB1315-003,DSB1315-003,"1,000",factoring,2023-12-22,906.3,3.28,0.43,USD,56.88,39,days,bullet,,,Complete,0,,,,,,
ABF,CLI2465,DSB2636-001,DSB2636-001,450.24,factoring,2025-01-13,379.43,2.89,0.38,USD,52.12,95,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB1418-043,DSB1418-043,259.53,factoring,2024-01-24,219.85,0.67,0.09,USD,73.45,33,days,bullet,,,Complete,0,,,,,,
ABF,CLI2165,DSB1153-001,DSB1153-001,505.12,factoring,2023-11-11,454.88,4.23,0.55,USD,76.2,31,days,bullet,,,Complete,0,,,,,,
ABF,CLI0558,DSB1194-003,DSB1194-003,"3,404.8",factoring,2023-11-24,"2,882.81",9.98,1.3,USD,59.46,42,days,bullet,,,Complete,0,,,,,,
ABF,CLI1467,DSB0406-001,DSB0406-001,"7,880.01",factoring,2023-04-28,"6,666.08",28.25,3.67,USD,60.83,28,days,bullet,,,Complete,0,,,,,,
ABF,CLI2745,DSB1888-001,DSB1888-001,"4,571.21",factoring,2024-05-31,"3,870.53",13.27,1.73,USD,65.87,28,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB1895-012,DSB1895-012,183.6,factoring,2024-05-31,155.3,0.67,0.09,USD,55.34,61,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB1895-017,DSB1895-017,488.84,factoring,2024-05-31,413.5,1.78,0.23,USD,54.52,45,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB1895-027,DSB1895-027,49.44,factoring,2024-05-31,41.82,0.18,0.02,USD,54.52,45,days,bullet,,,Complete,0,,,,,,
ABF,CLI2174,DSB0228-012,DSB0228-012,536.25,factoring,2023-03-08,453.49,2.05,0.27,USD,61.54,37,days,bullet,,,Complete,0,,,,,,
ABF,CLI2174,DSB0228-006,DSB0228-006,90.4,factoring,2023-03-08,76.45,0.35,0.04,USD,61.57,37,days,bullet,,,Complete,0,,,,,,
ABF,CLI2234,DSB3066-003,DSB3066-003,268.13,factoring,2025-06-27,264.59,3.13,0.41,USD,50.18,35,days,bullet,,,Current,268.13,,,,,,
ABF,CLI1070,DSB2123-028,DSB2123-028,119.09,factoring,2024-08-02,100.9,0.29,0.04,USD,59.94,38,days,bullet,,,Complete,0,,,,,,
ABF,CLI1314,DSB2124-002,DSB2124-002,715.68,factoring,2024-08-02,601.07,6.42,0.83,USD,81.64,25,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB1772-004,DSB1772-004,576.3,factoring,2024-04-29,488.11,1.54,0.2,USD,53.53,42,days,bullet,,,Complete,0,,,,,,
ABF,CLI2165,DSB0699-002,DSB0699-002,"1,128.96",factoring,2023-07-17,"1,019.41",7.03,0.91,USD,53.36,45,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB1640-030,DSB1640-030,168.3,factoring,2024-03-25,142.39,0.59,0.08,USD,54.39,42,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB1640-041,DSB1640-041,671.11,factoring,2024-03-25,567.77,2.36,0.31,USD,54.39,42,days,bullet,,,Complete,0,,,,,,
ABF,CLI1467,DSB2938-002,DSB2938-002,"8,436.4",factoring,2025-04-29,"7,145.6",22.42,2.92,USD,73.58,31,days,bullet,,,Complete,0,,,,,,
ABF,CLI2452,DSB0518-002,DSB0518-002,663,factoring,2023-05-30,554.96,7.6,0.99,USD,66.58,70,days,bullet,,,Complete,0,,,,,,
ABF,CLI0818,DSB0244-002,DSB0244-002,"1,879.82",factoring,2023-03-10,"1,705.46",4.58,0.6,USD,78.63,14,days,bullet,,,Complete,0,,,,,,
ABF,CLI0716,DSB0755-010,DSB0755-010,339,factoring,2023-07-29,286.91,1.1,0.14,USD,69.53,24,days,bullet,,,Complete,0,,,,,,
ABF,CLI2537,DSB2843-003,DSB2843-003,"2,217.6",factoring,2025-03-25,"2,009.18",7.82,1.02,USD,50.79,45,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB2025-004,DSB2025-004,270.3,factoring,2024-07-08,228.79,0.85,0.11,USD,60.78,39,days,bullet,,,Complete,0,,,,,,
ABF,CLI0864,DSB1550-002,DSB1550-002,54.24,factoring,2024-02-29,45.93,0.15,0.02,USD,66.62,40,days,bullet,,,Complete,0,,,,,,
ABF,CLI2589,DSB2487-001,DSB2487-001,597.4,factoring,2024-11-22,505.75,1.81,0.23,USD,75.62,70,days,bullet,,,Complete,0,,,,,,
ABF,CLI2234,DSB2488-003,DSB2488-003,304.5,factoring,2024-11-22,256.65,1.92,0.25,USD,65.24,28,days,bullet,,,Complete,0,,,,,,
ABF,CLI0581,DSB2495-002,DSB2495-002,"1,780.51",factoring,2024-11-22,"1,504.56",7.85,1.02,USD,76.04,31,days,bullet,,,Complete,0,,,,,,
ABF,CLI2520,DSB0262-001,DSB0262-001,"1,000",factoring,2023-03-16,893.34,5.9,0.77,USD,73.77,36,days,bullet,,,Complete,0,,,,,,
ABF,CLI0241,DSB2362-002,DSB2362-002,"1,909.26",factoring,2024-10-15,"1,609.57",11.77,1.53,USD,86.33,31,days,bullet,,,Complete,0,,,,,,
ABF,CLI2043,DSB2028-001,DSB2028-001,952.42,factoring,2024-07-09,803.2,5.63,0.73,USD,64.67,48,days,bullet,,,Complete,0,,,,,,
ABF,CLI2043,DSB1501-005,DSB1501-005,280.66,factoring,2024-02-15,237.26,1.15,0.15,USD,63.02,50,days,bullet,,,Complete,0,,,,,,
ABF,CLI0004,DSB0686-003,DSB0686-003,228.98,factoring,2023-07-14,193.17,1.3,0.17,USD,70.39,27,days,bullet,,,Complete,0,,,,,,
ABF,CLI2234,DSB1698-002,DSB1698-002,437.81,factoring,2024-04-12,365.73,5.67,0.74,USD,118.15,14,days,bullet,,,Complete,0,,,,,,
ABF,CLI2747,DSB1699-002,DSB1699-002,105.09,factoring,2024-04-12,88.54,0.69,0.09,USD,71.94,46,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB1703-012,DSB1703-012,325.5,factoring,2024-04-12,275.63,0.92,0.12,USD,61.87,49,days,bullet,,,Complete,0,,,,,,
ABF,CLI0581,DSB1570-003,DSB1570-003,"1,169.28",factoring,2024-03-07,989.22,4.13,0.54,USD,56.07,29,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB1598-004,DSB1598-004,"1,343.71",factoring,2024-03-14,"1,137.01",4.55,0.59,USD,74.6,33,days,bullet,,,Complete,0,,,,,,
ABF,CLI1044,DSB2457-001,DSB2457-001,"20,795.39",factoring,2024-11-15,"17,591.08",75.22,9.78,USD,53.63,59,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB2696-048,DSB2696-048,"1,489.11",factoring,2025-01-31,"1,261.14",4.07,0.53,USD,59.46,28,days,bullet,,,Complete,0,,,,,,
ABF,CLI2745,DSB1052-001,DSB1052-001,"1,624.68",factoring,2023-10-20,"1,365.98",13.27,1.73,USD,74.48,28,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB1365-009,DSB1365-009,122.4,factoring,2024-01-08,103.58,0.41,0.05,USD,61,39,days,bullet,,,Complete,0,,,,,,
ABF,CLI0716,DSB1612-004,DSB1612-004,282.5,factoring,2024-03-18,239.14,0.88,0.11,USD,60.07,28,days,bullet,,,Complete,0,,,,,,
ABF,CLI2095,DSB0835-001,DSB0835-001,"40,764.1",factoring,2023-08-21,"34,554.49",84.07,10.93,USD,59.55,29,days,bullet,,,Complete,0,,,,,,
ABF,CLI2174,DSB0128-009,DSB0128-009,194.62,factoring,2023-02-08,164.26,1.03,0.13,USD,63.23,37,days,bullet,,,Complete,0,,,,,,
ABF,CLI0379,DSB0386-005,DSB0386-005,"1,008.46",factoring,2023-04-22,854.04,2.79,0.36,USD,64.08,25,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB2591-015,DSB2591-015,133.93,factoring,2024-12-20,113.48,0.32,0.04,USD,61.44,49,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB2373-057,DSB2373-057,904.89,factoring,2024-10-18,767.41,1.54,0.2,USD,65.68,35,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB2373-064,DSB2373-064,76.25,factoring,2024-10-18,64.67,0.13,0.02,USD,65.72,35,days,bullet,,,Complete,0,,,,,,
ABF,CLI2043,DSB0804-002,DSB0804-002,"1,520.28",factoring,2023-08-12,"1,285.63",5.85,0.76,USD,54.73,45,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB2552-053,DSB2552-053,122.4,factoring,2024-12-09,103.64,0.35,0.05,USD,73.87,32,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB2552-047,DSB2552-047,270.3,factoring,2024-12-09,228.87,0.78,0.1,USD,73.92,32,days,bullet,,,Complete,0,,,,,,
ABF,CLI0134,DSB1743-001,DSB1743-001,"4,335.25",factoring,2024-04-22,"3,669.97",13.27,1.73,USD,58.15,78,days,bullet,,,Complete,0,,,,,,
ABF,CLI2563,DSB0147-001,DSB0147-001,"2,187.9",factoring,2023-02-13,"1,844.72",13.27,1.73,USD,77.72,67,days,bullet,,,Complete,0,,,,,,
ABF,CLI0864,DSB2238-001,DSB2238-001,168,factoring,2024-09-13,141.48,1.16,0.15,USD,72.4,28,days,bullet,,,Complete,0,,,,,,
ABF,CLI1477,DSB1739-001,DSB1739-001,"1,124.35",factoring,2024-04-19,940.7,13.27,1.73,USD,80.48,27,days,bullet,,,Complete,0,,,,,,
ABF,CLI2038,DSB1060-001,DSB1060-001,"4,054.4",factoring,2023-10-23,"3,431.24",13.27,1.73,USD,59.81,42,days,bullet,,,Complete,0,,,,,,
ABF,CLI0558,DSB2878-002,DSB2878-002,"1,456",factoring,2025-04-04,"1,229.07",7.55,0.98,USD,68.8,91,days,bullet,,,Complete,0,,,,,,
ABF,CLI0864,DSB0645-002,DSB0645-002,678,factoring,2023-07-01,568.96,6.5,0.84,USD,124.09,17,days,bullet,,,Complete,0,,,,,,
ABF,CLI2636,DSB0647-002,DSB0647-002,"2,358.72",factoring,2023-07-01,"1,993.6",10.01,1.3,USD,59.8,59,days,bullet,,,Complete,0,,,,,,
ABF,CLI0058,DSB2479-002,DSB2479-002,525,factoring,2024-11-20,475.34,2.14,0.28,USD,51.95,61,days,bullet,,,Complete,0,,,,,,
ABF,CLI2745,DSB1774-001,DSB1774-001,"36,645",factoring,2024-04-30,"31,053.25",84.07,10.93,USD,59.89,30,days,bullet,,,Complete,0,,,,,,
ABF,CLI2234,DSB1777-001,DSB1777-001,784,factoring,2024-04-30,660.88,4.89,0.64,USD,55.69,59,days,bullet,,,Complete,0,,,,,,
ABF,CLI2043,DSB0547-008,DSB0547-008,275,factoring,2023-06-05,232.15,1.42,0.18,USD,56.07,44,days,bullet,,,Complete,0,,,,,,
ABF,CLI2394,DSB1020-001,DSB1020-001,884.8,factoring,2023-10-13,741.21,9.62,1.25,USD,145.33,18,days,bullet,,,Complete,0,,,,,,
ABF,CLI2174,DSB1022-013,DSB1022-013,68.59,factoring,2023-10-13,58.04,0.24,0.03,USD,67.88,35,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB1023-015,DSB1023-015,"1,810.07",factoring,2023-10-13,"1,533.06",4.87,0.63,USD,52.91,53,days,bullet,,,Complete,0,,,,,,
ABF,CLI0558,DSB0373-004,DSB0373-004,"1,400",factoring,2023-04-20,"1,185.03",4.4,0.57,USD,58.19,77,days,bullet,,,Complete,0,,,,,,
ABF,CLI0241,DSB2861-001,DSB2861-001,"1,049.76",factoring,2025-03-31,888.56,3.3,0.43,USD,71.36,25,days,bullet,,,Complete,0,,,,,,
ABF,CLI1314,DSB2899-001,DSB2899-001,"1,054.77",factoring,2025-04-11,881.56,13.27,1.73,USD,95.53,31,days,bullet,,,Complete,0,,,,,,
ABF,CLI2563,DSB2081-002,DSB2081-002,372.3,factoring,2024-07-25,313.59,2.53,0.33,USD,88.75,47,days,bullet,,,Complete,0,,,,,,
ABF,CLI2512,DSB0011-002,DSB0011-002,677.44,factoring,2023-01-03,572.82,2.66,0.35,USD,68.05,39,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB2063-039,DSB2063-039,147.9,factoring,2024-07-18,125.22,0.44,0.06,USD,53.14,53,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB2049-043,DSB2049-043,46.35,factoring,2024-07-12,39.26,0.12,0.02,USD,61.69,46,days,bullet,,,Complete,0,,,,,,
ABF,CLI2537,DSB2040-003,DSB2040-003,"1,108.8",factoring,2024-07-12,"1,005.14",3.43,0.45,USD,61.08,46,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB2918-022,DSB2918-022,550.6,factoring,2025-04-22,466.45,1.38,0.18,USD,53.36,45,days,bullet,,,Default,468.01,,,,,,
ABF,CLI2824,DSB2206-001,DSB2206-001,"3,932.5",factoring,2024-08-30,"3,327.63",13.27,1.73,USD,94.62,24,days,bullet,,,Complete,0,,,,,,
ABF,CLI2174,DSB0853-004,DSB0853-004,284.3,factoring,2023-08-25,240.37,1.14,0.15,USD,53.94,56,days,bullet,,,Complete,0,,,,,,
ABF,CLI0818,DSB3021-002,DSB3021-002,166.71,factoring,2025-06-09,163.89,2.5,0.33,USD,42.64,45,days,bullet,,,Default,0.01,,,,,,
ABF,CLI0058,DSB2226-004,DSB2226-004,"2,209.2",factoring,2024-09-09,"2,002.9",6.61,0.86,USD,51.61,30,days,bullet,,,Complete,0,,,,,,
ABF,CLI0058,DSB2612-004,DSB2612-004,"2,100",factoring,2024-12-30,"1,904.38",5.86,0.76,USD,68.89,32,days,bullet,,,Complete,0,,,,,,
ABF,CLI1970,DSB1532-001,DSB1532-001,"2,721.6",factoring,2024-02-26,"2,465.43",9.93,1.29,USD,65.65,24,days,bullet,,,Complete,0,,,,,,
ABF,CLI0581,DSB1361-004,DSB1361-004,462.44,factoring,2024-01-05,391.28,1.58,0.21,USD,74.64,31,days,bullet,,,Complete,0,,,,,,
ABF,CLI2165,DSB2746-002,DSB2746-002,"1,522.71",factoring,2025-02-17,"1,378.31",6.51,0.85,USD,41.66,91,days,bullet,,,Complete,0,,,,,,
ABF,CLI2452,DSB2624-004,DSB2624-004,765,factoring,2025-01-06,645.83,3.91,0.51,USD,60.49,59,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB1642-009,DSB1642-009,122.4,factoring,2024-03-26,103.62,0.37,0.05,USD,53.89,41,days,bullet,,,Complete,0,,,,,,
ABF,CLI2234,DSB1400-002,DSB1400-002,791,factoring,2024-01-18,666.78,4.93,0.64,USD,37.07,148,days,bullet,,,Default,15.42,,,,,,
ABF,CLI1970,DSB0314-013,DSB0314-013,"1,066.24",factoring,2023-03-31,966.42,3.41,0.44,USD,60.54,25,days,bullet,,,Complete,0,,,,,,
ABF,CLI2465,DSB3088-002,DSB3088-002,54.92,factoring,2025-07-15,53.37,1.37,0.18,USD,62.94,58,days,bullet,,,Current,54.919999999999995,,,,,,
ABF,CLI0818,DSB0042-003,DSB0042-003,"2,862.29",factoring,2023-01-14,"2,594.86",8.69,1.13,USD,90.42,17,days,bullet,,,Complete,0,,,,,,
ABF,CLI2537,DSB3019-001,DSB3019-001,"1,086.4",factoring,2025-06-06,982.74,5.21,0.68,USD,53.59,60,days,bullet,,,Current,988.63,,,,,,
ABF,CLI2465,DSB3016-001,DSB3016-001,135.6,factoring,2025-06-06,113.57,1.5,0.19,USD,67.9,44,days,bullet,,,Complete,0,,,,,,
ABF,CLI2174,DSB0456-002,DSB0456-002,88.54,factoring,2023-05-15,74.81,0.39,0.05,USD,62.2,39,days,bullet,,,Complete,0,,,,,,
ABF,CLI1467,DSB0459-004,DSB0459-004,"1,836",factoring,2023-05-15,"1,553.09",6.65,0.86,USD,60.89,28,days,bullet,,,Complete,0,,,,,,
ABF,CLI1970,DSB2093-004,DSB2093-004,295.68,factoring,2024-07-26,268.04,0.91,0.12,USD,61.06,49,days,bullet,,,Complete,0,,,,,,
ABF,CLI2174,DSB1333-029,DSB1333-029,732.83,factoring,2023-12-28,620.23,2.36,0.31,USD,54.08,43,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB1523-006,DSB1523-006,810.67,factoring,2024-02-22,685.88,2.82,0.37,USD,53.53,54,days,bullet,,,Complete,0,,,,,,
ABF,CLI2174,DSB1522-008,DSB1522-008,484.5,factoring,2024-02-22,410.3,1.35,0.18,USD,61.81,50,days,bullet,,,Complete,0,,,,,,
ABF,CLI2174,DSB1522-039,DSB1522-039,"1,135.46",factoring,2024-02-22,961.57,3.16,0.41,USD,61.81,50,days,bullet,,,Complete,0,,,,,,
ABF,CLI0581,DSB0909-001,DSB0909-001,322.12,factoring,2023-09-08,272.67,1,0.13,USD,60.07,28,days,bullet,,,Complete,0,,,,,,
ABF,CLI0786,DSB2532-001,DSB2532-001,868,factoring,2024-12-03,727.8,8.85,1.15,USD,109.14,14,days,bullet,,,Complete,0,,,,,,
ABF,CLI2174,DSB0898-009,DSB0898-009,841.8,factoring,2023-09-06,712.51,2.67,0.35,USD,54.04,44,days,bullet,,,Complete,0,,,,,,
ABF,CLI0864,DSB3077-006,DSB3077-006,234.03,factoring,2025-07-10,230.64,3,0.39,USD,70.29,21,days,bullet,,,Current,234.02999999999997,,,,,,
ABF,CLI1970,DSB1222-003,DSB1222-003,"1,413.16",factoring,2023-11-30,"1,281.32",4.12,0.54,USD,51.5,29,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB2847-040,DSB2847-040,269.29,factoring,2025-03-26,228.07,0.73,0.1,USD,61.75,51,days,bullet,,,Default,5.25,,,,,,
ABF,CLI1070,DSB2847-033,DSB2847-033,510.74,factoring,2025-03-26,432.56,1.39,0.18,USD,61.75,51,days,bullet,,,Default,434.13,,,,,,
ABF,CLI0581,DSB0471-007,DSB0471-007,840,factoring,2023-05-17,711.43,2.27,0.3,USD,54.84,29,days,bullet,,,Complete,0,,,,,,
ABF,CLI0581,DSB0471-014,DSB0471-014,840,factoring,2023-05-17,711.43,2.27,0.3,USD,54.84,29,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB0509-004,DSB0509-004,759.06,factoring,2023-05-27,640.97,3.75,0.49,USD,55.84,44,days,bullet,,,Complete,0,,,,,,
ABF,CLI2683,DSB2674-003,DSB2674-003,"2,630.6",factoring,2025-01-23,"2,226",8.86,1.15,USD,36.25,134,days,bullet,,,Default,51.3,,,,,,
ABF,CLI0864,DSB2675-005,DSB2675-005,586.77,factoring,2025-01-23,494.04,4.17,0.54,USD,87.68,32,days,bullet,,,Complete,0,,,,,,
ABF,CLI2043,DSB0065-003,DSB0065-003,901.54,factoring,2023-01-20,762.68,3.21,0.42,USD,62.52,46,days,bullet,,,Complete,0,,,,,,
ABF,CLI1970,DSB0067-008,DSB0067-008,724.64,factoring,2023-01-20,656.58,2.51,0.33,USD,69.76,31,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB2525-040,DSB2525-040,392.71,factoring,2024-12-02,332.54,1.12,0.15,USD,73.86,32,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB2102-035,DSB2102-035,774.52,factoring,2024-07-30,655.71,2.33,0.3,USD,53.86,41,days,bullet,,,Complete,0,,,,,,
ABF,CLI2747,DSB2105-005,DSB2105-005,"1,008.73",factoring,2024-07-30,854.2,2.85,0.37,USD,92.01,13,days,bullet,,,Complete,0,,,,,,
ABF,CLI1970,DSB1679-004,DSB1679-004,112.27,factoring,2024-04-05,101.68,0.43,0.06,USD,61.68,52,days,bullet,,,Complete,0,,,,,,
ABF,CLI2537,DSB3051-005,DSB3051-005,463.68,factoring,2025-06-23,450.58,11.59,1.51,USD,55.38,60,days,bullet,,,Current,463.67999999999995,,,,,,
ABF,CLI2174,DSB0319-003,DSB0319-003,180.8,factoring,2023-04-03,153.01,0.6,0.08,USD,62.31,46,days,bullet,,,Complete,0,,,,,,
ABF,CLI2174,DSB0365-017,DSB0365-017,568.98,factoring,2023-04-18,481.07,2.27,0.3,USD,61.72,38,days,bullet,,,Complete,0,,,,,,
ABF,CLI2174,DSB0365-016,DSB0365-016,127.69,factoring,2023-04-18,107.96,0.51,0.07,USD,61.77,38,days,bullet,,,Complete,0,,,,,,
ABF,CLI2747,DSB2438-001,DSB2438-001,"1,671.67",factoring,2024-11-08,"1,406.81",12.49,1.62,USD,80.17,35,days,bullet,,,Default,"1,018.6",,,,,,
ABF,CLI1633,DSB1384-001,DSB1384-001,853.87,factoring,2024-01-12,714.09,10.36,1.35,USD,81.03,28,days,bullet,,,Complete,0,,,,,,
ABF,CLI1354,DSB0072-001,DSB0072-001,352.26,factoring,2023-01-23,295.57,3.41,0.44,USD,78.44,54,days,bullet,,,Complete,0,,,,,,
ABF,CLI2636,DSB0788-001,DSB0788-001,"5,980.8",factoring,2023-08-09,"5,053.68",26.55,3.45,USD,63.11,30,days,bullet,,,Complete,0,,,,,,
ABF,CLI0058,DSB2575-005,DSB2575-005,"1,064",factoring,2024-12-16,963.07,4.57,0.59,USD,41.67,74,days,bullet,,,Complete,0,,,,,,
ABF,CLI2452,DSB2219-003,DSB2219-003,"2,700",factoring,2024-09-06,"2,285.51",8.4,1.09,USD,59.64,45,days,bullet,,,Complete,0,,,,,,
ABF,CLI2174,DSB0106-010,DSB0106-010,367.43,factoring,2023-01-31,310.84,1.3,0.17,USD,61.21,38,days,bullet,,,Complete,0,,,,,,
ABF,CLI0581,DSB2597-001,DSB2597-001,"1,169.28",factoring,2024-12-23,989.57,3.82,0.5,USD,55.1,67,days,bullet,,,Complete,0,,,,,,
ABF,CLI2038,DSB2570-001,DSB2570-001,413.28,factoring,2024-12-13,341.29,8.85,1.15,USD,78.88,45,days,bullet,,,Complete,0,,,,,,
ABF,CLI2683,DSB2475-001,DSB2475-001,"2,508.6",factoring,2024-11-19,"2,124.28",7.11,0.92,USD,36.1,122,days,bullet,,,Default,48.92,,,,,,
ABF,CLI0716,DSB2647-002,DSB2647-002,912.71,factoring,2025-01-16,771.63,3.69,0.48,USD,75.79,22,days,bullet,,,Complete,0,,,,,,
ABF,CLI2174,DSB0963-007,DSB0963-007,518.91,factoring,2023-09-27,439.06,1.78,0.23,USD,61.08,37,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB0964-020,DSB0964-020,"1,423",factoring,2023-09-27,"1,205.11",3.93,0.51,USD,54.93,30,days,bullet,,,Complete,0,,,,,,
ABF,CLI0058,DSB1823-001,DSB1823-001,"5,220",factoring,2024-05-14,"4,720.2",26.55,3.45,USD,53.8,56,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB2257-030,DSB2257-030,"2,881.95",factoring,2024-09-16,"2,438.92",9.5,1.23,USD,60.94,39,days,bullet,,,Complete,0,,,,,,
ABF,CLI0118,DSB1385-001,DSB1385-001,"1,556.8",factoring,2024-01-13,"1,315.58",6.82,0.89,USD,68.27,27,days,bullet,,,Complete,0,,,,,,
ABF,CLI2043,DSB0348-012,DSB0348-012,202.48,factoring,2023-04-13,171.48,0.55,0.07,USD,54.86,29,days,bullet,,,Complete,0,,,,,,
ABF,CLI2043,DSB0348-013,DSB0348-013,103.99,factoring,2023-04-13,88.07,0.28,0.04,USD,66.99,35,days,bullet,,,Complete,0,,,,,,
ABF,CLI1970,DSB1124-003,DSB1124-003,187.5,factoring,2023-11-03,169.83,0.7,0.09,USD,51.02,41,days,bullet,,,Complete,0,,,,,,
ABF,CLI2509,DSB2213-001,DSB2213-001,"2,448",factoring,2024-09-03,"2,065.8",13.27,1.73,USD,100.93,13,days,bullet,,,Complete,0,,,,,,
ABF,CLI1467,DSB2561-001,DSB2561-001,"3,546.03",factoring,2024-12-12,"2,994.01",17.8,2.31,USD,68.02,25,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB2804-015,DSB2804-015,87.55,factoring,2025-03-07,74.09,0.29,0.04,USD,62.26,49,days,bullet,,,Complete,0,,,,,,
ABF,CLI1070,DSB2933-024,DSB2933-024,"5,084.02",factoring,2025-04-28,"4,306.22",13.45,1.75,USD,60.19,39,days,bullet,,,Default,"4,321.42",,,,,,
ABF,CLI0864,DSB2693-003,DSB2693-003,847.5,factoring,2025-01-30,713.51,6.07,0.79,USD,67.22,29,days,bullet,,,Complete,0,,,,,,
